Golfer,Year,Player,AvgApproachGT100,AvgApproachLT100,AvgBallSpeed,AvgClubheadSpeed,LaunchAngle,ProxToHoleARG,Putt10_15Made,Putt15_20Made,PuttGT20Made,PuttLT10Made,SandSave,SpinRateOTT,Winner,StrokeAverage
Roberto Castro,2016,Roberto Castro (2016),32.92,14.67,165.06,111.17,9,7.42,26.97,14.38,5.89,87.26,50.67,2867,0,70.588
Roberto Castro,2017,Roberto Castro (2017),33.83,15.67,165.63,112.8,9.57,7.25,25.32,16.81,6.1,86.85,48.94,3198,0,71.808
Roberto Castro,2019,Roberto Castro (2019),32.08,17.08,165.7,110.91,8.26,7.75,28.57,19.84,8.61,87.34,46.94,3067.2,0,71.127
Roberto Díaz,2018,Roberto Díaz (2018),34.33,18,161.27,108.82,10.13,7.75,30.07,15.69,8.61,86.92,50,2780.2,0,71.731
Roberto Díaz,2019,Roberto Díaz (2019),34.58,17.17,162.76,108.27,10.63,7.67,34,16.16,7.41,87.65,52.43,2450.3,0,71.207
Rod Pampling,2016,Rod Pampling (2016),31.17,18.17,165.93,113.74,8.87,7.25,28.16,16.44,8.76,85.33,48.91,2566.1,1,71.607
Rod Pampling,2017,Rod Pampling (2017),35,17.58,165.13,113.2,8.17,8.33,27.37,18.75,5.66,85.07,47.79,2377.5,1,71.861
Rod Pampling,2018,Rod Pampling (2018),34.42,16.08,163.86,112.37,8.8,8,33.87,19.78,6.28,84.08,43.2,2719.1,0,72.445
Rod Pampling,2019,Rod Pampling (2019),34.83,16.58,166.14,112.84,7.37,7.42,20.18,20.73,4.48,85.39,46.23,2611.6,0,72.304
Roger Sloan,2015,Roger Sloan (2015),32.5,15.5,170.74,114.69,11.27,7.25,23.36,11.25,6.49,87.37,46.03,2556.6,0,72.533
Roger Sloan,2019,Roger Sloan (2019),32,17.42,170.95,114.39,10.59,7.33,33.33,15.25,9.07,87.32,56.52,2884,0,71.034
Rory McIlroy,2016,Rory McIlroy (2016),30.83,15.5,179.3,119.84,9.79,7.17,29.53,25.77,7.29,85.97,47.52,2494.8,0,69.646
Rory McIlroy,2017,Rory McIlroy (2017),33.33,15.75,180.12,120.03,12.53,6.92,22.33,23.08,6.93,86.01,63.24,2319.9,0,69.529
Rory McIlroy,2018,Rory McIlroy (2018),29.83,14.67,181.57,121.42,11.9,6.83,28.26,16.48,7.91,88.02,52.43,2239.7,1,69.303
Rory McIlroy,2019,Rory McIlroy (2019),30.25,17.67,179.45,121.5,10.81,6.67,32.1,17.86,9.74,88.75,55.34,2372.8,1,69.058
Rory Sabbatini,2015,Rory Sabbatini (2015),31.25,16.58,165.79,111.62,10.87,6.58,25.37,18.6,9.12,87.82,55.45,2421.8,0,70.435
Rory Sabbatini,2016,Rory Sabbatini (2016),36.08,17.5,163.39,110.99,11.85,7.92,26.47,10.61,8.02,83.59,48.6,2346.9,0,72.451
Rory Sabbatini,2017,Rory Sabbatini (2017),31.33,17.33,165.71,111.07,11.94,7.25,23.75,24.53,8.71,85.39,52.04,2597.1,0,70.883
Rory Sabbatini,2018,Rory Sabbatini (2018),33.25,17.75,166.25,112.09,11.4,7.25,35.71,17.48,7.61,86.44,60.67,2551.6,0,70.693
Rory Sabbatini,2019,Rory Sabbatini (2019),33.75,17.67,165.44,111.58,9.85,7.17,34.13,14.38,8.53,88.38,55.56,2476.3,0,70.409
Russell Henley,2015,Russell Henley (2015),34.42,15.08,172.7,116.51,10.94,8.42,36.57,21.19,8.29,88.93,45.19,2588,0,70.581
Russell Henley,2016,Russell Henley (2016),31.75,17.67,170.14,114,9.71,7.92,28.79,16.2,8.75,88.29,56.8,2566.7,1,70.558
Russell Henley,2017,Russell Henley (2017),32.58,18.67,169.25,113.37,8.73,7.75,33.04,24.42,8.51,88.26,46.05,2579.8,1,70.027
Russell Henley,2018,Russell Henley (2018),32.75,17.58,167.69,112.29,8.8,8.75,31.9,22.05,8.2,86.9,42.54,2744.4,0,70.489
Russell Henley,2019,Russell Henley (2019),30.92,18.75,165.15,110.07,9.12,6.75,29.05,20.9,5.13,86.94,43.27,2450.2,0,70.874
Russell Knox,2015,Russell Knox (2015),29.75,17.25,163.12,110.22,10.04,7.17,28.05,15.79,7.49,88.03,43.12,2366.3,1,70.421
Russell Knox,2016,Russell Knox (2016),30.83,17.42,164.54,111.37,9.17,7.17,30.26,18.71,5.29,87.53,50,2574.5,0,70.319
Russell Knox,2017,Russell Knox (2017),31.33,16.42,164.28,111.53,9.75,7.67,28.83,15.65,6,86.04,37.93,2655.8,0,70.765
Russell Knox,2018,Russell Knox (2018),31.83,20.25,165.97,111.36,9.77,7.67,29.19,17.5,7.35,87.34,52.21,2864.2,0,70.568
Russell Knox,2019,Russell Knox (2019),31.42,15.92,167.17,112.6,8.18,6.92,33.75,11.39,6.04,86.28,59.57,2955.9,0,70.521
Ryan Armour,2017,Ryan Armour (2017),30.92,17.92,162.28,109.89,8.94,7.17,27.13,16.5,7.64,86.52,37.33,2928.6,0,70.965
Ryan Armour,2018,Ryan Armour (2018),32.33,14.5,161.19,109.29,9.74,7,26.77,19.49,8.21,87.09,52.54,2728.7,1,70.758
Ryan Armour,2019,Ryan Armour (2019),30.83,16.25,161.17,107.24,8.91,7,33.95,22.52,7.91,88.03,53.62,2539.3,0,70.888
Ryan Blaum,2017,Ryan Blaum (2017),33.58,17.5,162.33,109.09,12.9,8.08,33.73,19.18,6.16,89.17,50.74,2663.8,0,70.866
Ryan Blaum,2018,Ryan Blaum (2018),34.33,15.5,161.74,108.05,13.2,7.92,30.29,21.31,8.72,86.58,41.54,2819,0,70.993
Ryan Blaum,2019,Ryan Blaum (2019),35.42,17.17,164.54,109.26,11.74,8.42,35.75,18.88,6.39,88.37,49.62,2424.6,0,71.302
Ryan Brehm,2017,Ryan Brehm (2017),33.75,17.5,184.85,128.18,8.79,8.33,29.57,11.11,7.12,87.42,47.92,2609.9,0,71.178
Ryan Moore,2015,Ryan Moore (2015),32.5,14.83,161.62,108.89,11.85,7.17,29.95,19.2,6.69,88.06,55.86,2323.1,1,70.829
Ryan Moore,2016,Ryan Moore (2016),30.17,16.25,161.11,107.18,11.66,7.25,29.47,20.34,9.29,88.87,50.83,2292.8,0,70.317
Ryan Moore,2017,Ryan Moore (2017),32.58,14.92,162.32,108.33,11.8,7.67,30.43,20.77,5.04,87.99,47.3,2366.1,0,70.741
Ryan Moore,2018,Ryan Moore (2018),32.17,17.42,162.68,109.43,10.55,6.75,31.47,15.91,5.29,86.75,47.14,2472.9,0,70.015
Ryan Moore,2019,Ryan Moore (2019),32.75,18.42,161.54,109.08,9.01,7.33,27.88,25.66,6.69,86.97,45.53,2581.6,0,70.974
Ryan Palmer,2015,Ryan Palmer (2015),30.58,15.33,172.79,115.11,11.76,7.17,29.79,20.18,5.35,89.69,49.15,2509.2,0,70.102
Ryan Palmer,2016,Ryan Palmer (2016),31.42,17.92,173.89,114.93,11.62,7.58,34.38,14.65,6.56,87.49,45.98,2254.3,0,70.229
Ryan Palmer,2017,Ryan Palmer (2017),30.42,18.5,174.12,116.59,12.12,7,22.45,13.73,4.43,85.08,43.59,2439.2,0,71.116
Ryan Palmer,2018,Ryan Palmer (2018),31.17,16.67,173.8,116.66,11.24,7.75,27.03,19.01,5.83,85.71,46.15,2360.6,0,71.031
Ryan Palmer,2019,Ryan Palmer (2019),31.42,17.58,173.36,116.15,10.63,7.92,30.28,21.21,4,88.97,42.73,2464.5,1,70.679
Ryo Ishikawa,2015,Ryo Ishikawa (2015),30.25,14.5,170.53,115.58,9.66,7.17,31.56,18.25,8.61,86.64,49.31,2863.7,0,71.246
Ryo Ishikawa,2017,Ryo Ishikawa (2017),31.92,14.75,169.99,116.7,10.37,7.75,22.13,22.99,4.61,87.61,48.91,2734.9,0,71.99
Sam Burns,2019,Sam Burns (2019),33.75,19.17,179.23,120.12,10.01,7.5,35.64,14.78,6.9,88.76,41.09,2589.2,0,70.995
Sam Ryder,2018,Sam Ryder (2018),30.75,17.5,169.88,117.17,9.14,7.92,25.74,17.11,8.05,87.29,43.48,2962.8,0,70.914
Sam Ryder,2019,Sam Ryder (2019),31.75,16.17,170.83,116.12,7.99,8.17,38.92,17.54,8.33,87.91,62.4,2787.9,0,70.912
Sam Saunders,2015,Sam Saunders (2015),32.17,15,168.98,114.08,12.21,7.75,26.74,19.4,6.78,87.35,56.64,2520.9,0,71.668
Sam Saunders,2016,Sam Saunders (2016),32.17,18.25,166.42,112.1,11.88,7.83,32.5,20,7.17,86.49,47.93,2287.3,0,71.427
Sam Saunders,2017,Sam Saunders (2017),32.5,16.33,166.78,112.48,13.2,7.75,27.91,18.58,9.39,87.23,53.7,2486.4,0,70.921
Sam Saunders,2018,Sam Saunders (2018),32.25,20.5,170.67,113.47,14.71,8.08,28.21,23.13,6.52,87.57,51.75,2344.5,0,70.794
Sam Saunders,2019,Sam Saunders (2019),33.08,16.5,172.12,114.55,12.19,7.5,29.44,15.52,5.44,88.48,47.86,2179.8,0,71.493
Sangmoon Bae,2015,Sangmoon Bae (2015),33.33,18.33,168.35,113.53,10.13,7.67,35.6,17.22,7.14,87.3,52,2667.9,0,71.036
Sangmoon Bae,2019,Sangmoon Bae (2019),35.42,18.75,170.66,113.55,9.62,8.83,33.04,21.43,8.17,87.62,51.25,2656.6,0,71.762
Satoshi Kodaira,2018,Satoshi Kodaira (2018),31.42,20.33,165.13,110.87,12.95,9.33,32.8,12.79,4.5,84.82,39.53,2458.1,1,72.182
Satoshi Kodaira,2019,Satoshi Kodaira (2019),33.83,20,161.07,107.85,11.27,8.08,31.94,16.09,4.64,84.93,38.95,2391.1,0,72.78
Scott Brown,2015,Scott Brown (2015),31.92,17.42,166.53,111.87,10.91,6.58,23.96,19.73,6.95,87.97,54.2,2491.5,0,70.797
Scott Brown,2016,Scott Brown (2016),33.58,18.5,166.46,111.74,11.28,7.83,34.78,16.89,6.31,87.22,50,2322.4,0,71.098
Scott Brown,2017,Scott Brown (2017),33.17,18.33,165.48,112.78,11.32,8,30.85,22.76,6.33,88.57,52.7,2581.8,0,70.932
Scott Brown,2018,Scott Brown (2018),33,18.08,165.98,113.5,10.46,8.58,28.22,17.44,6.39,87.99,42.86,2649.5,0,71.329
Scott Brown,2019,Scott Brown (2019),32.5,19.5,167.42,113.64,10.63,8.08,27.22,19.86,7.47,89.1,50,2565.7,0,70.96
Scott Langley,2015,Scott Langley (2015),32.67,14.92,162.59,110.02,10.31,6.5,33.64,19.35,4.88,86.86,57.94,2461.3,0,71.032
Scott Langley,2016,Scott Langley (2016),38.42,20,163.6,110.79,9.76,6.83,24.03,19.23,6.52,88.13,52.73,2324.8,0,71.796
Scott Langley,2019,Scott Langley (2019),33.42,19.33,158.27,107.33,8.68,7.33,32.53,16.36,6.99,88.35,53.04,2613.4,0,71.605
Scott Piercy,2015,Scott Piercy (2015),31.5,15.42,171.98,115.2,12.44,7.75,29.13,17.96,9.24,87.2,37.5,2482.5,0,70.688
Scott Piercy,2016,Scott Piercy (2016),33.08,17.25,170.97,113.64,12.11,7.83,25.58,19.09,5.91,87.21,52.63,2407.7,0,70.855
Scott Piercy,2017,Scott Piercy (2017),30.42,14.67,169.27,112.75,12.74,8.33,28.83,14,6.51,85.85,37.96,2676.7,0,71.235
Scott Piercy,2018,Scott Piercy (2018),33.25,16.75,168.51,112.59,11.91,8.17,27.01,14.67,4.29,86.84,44.96,2621.2,0,70.736
Scott Piercy,2019,Scott Piercy (2019),32.33,17.42,171.3,114.28,10.64,7.67,29.06,13.33,8.89,88.8,50.37,2890.3,0,70.333
Scott Pinckney,2015,Scott Pinckney (2015),33.08,14.58,171.89,116.53,8.71,8.75,33.91,22.73,7.92,88.13,49.17,2887,0,71.103
Scott Pinckney,2016,Scott Pinckney (2016),34.42,18.75,173.1,116.91,9.49,9.08,28.84,21.53,7.28,87.37,39.84,2812,0,71.524
Scott Stallings,2015,Scott Stallings (2015),33.42,20,171.29,114.85,12.03,7.58,32,20,4.42,85.87,48.39,2330.1,0,71.961
Scott Stallings,2016,Scott Stallings (2016),32,15.42,169.3,112.45,11.5,7.5,29.17,14.29,3.74,86.57,38.52,2372.2,0,70.966
Scott Stallings,2017,Scott Stallings (2017),30.83,17.08,172.06,114.96,11.26,7.75,27.04,20.74,5.72,86.41,44.26,2309.3,0,70.811
Scott Stallings,2018,Scott Stallings (2018),33.33,18.33,173.38,115.72,11.3,7.83,29.05,16.15,7.32,87.32,55.63,2500.5,0,70.719
Scott Stallings,2019,Scott Stallings (2019),32.25,17.25,173.71,115.83,9.24,7.25,33.16,15.38,5.26,86.26,50.39,2651.4,0,71.443
Seamus Power,2017,Seamus Power (2017),31.75,16.5,176.48,117.93,9.51,6.92,27.51,19.69,7.73,88.41,55.74,2594.1,0,70.543
Seamus Power,2018,Seamus Power (2018),34,17.92,177.8,118.71,9.06,7.67,33.91,21.01,7.23,88.73,60.94,2992.9,0,70.869
Seamus Power,2019,Seamus Power (2019),34.42,16,177.09,119.7,8.62,7.33,29.38,16.33,6.58,88.29,56.64,2494.3,0,72.026
Sean O'Hair,2015,Sean O'Hair (2015),34.67,16.33,170.56,114.51,12.32,7.58,33,16.56,9.5,87.02,51.77,2385,0,71.03
Sean O'Hair,2016,Sean O'Hair (2016),33.58,20,171.08,114.21,11.62,7.67,31.63,20,6.77,87.97,62.42,2389.9,0,70.677
Sean O'Hair,2017,Sean O'Hair (2017),33.75,18.42,171.91,115.09,12.08,8.25,33.85,20.45,7.03,87.76,51.41,2564.6,0,70.801
Sean O'Hair,2018,Sean O'Hair (2018),33.92,17.83,171.76,114.47,12.44,7.83,25,21.37,7.26,86.3,51.09,2567,0,71.479
Sebastián Muñoz,2017,Sebastián Muñoz (2017),32.33,17.67,172.8,118.11,10.81,8,36.11,21.62,10,86.89,48.72,2642.9,0,71.263
Sebastián Muñoz,2019,Sebastián Muñoz (2019),32.42,15.75,175.02,119.18,8.89,7.83,22.81,18.94,9.16,88.82,48.82,2697,0,70.907
Sepp Straka,2019,Sepp Straka (2019),31.92,19.17,172.9,114.99,10.77,7.83,32.1,25.98,9.01,86.1,41.07,2673.6,0,70.987
Sergio Garcia,2015,Sergio Garcia (2015),37.42,15.58,175.53,119.78,9.18,7.17,32.22,19.3,10.8,87.54,45.56,2938.2,0,69.958
Sergio Garcia,2016,Sergio Garcia (2016),36.17,13.17,175.75,122.83,7.76,8.33,25,19.05,5.79,86.9,57.83,2910.3,0,69.999
Sergio Garcia,2017,Sergio Garcia (2017),31.92,16,175.13,119.76,9.31,7,31.58,23.53,5.77,85.65,53.1,2905.5,0,69.596
Sergio Garcia,2019,Sergio Garcia (2019),33.5,17.5,177.79,121.01,8.17,7.58,27.66,8,6.28,88.6,50,3172.7,0,70.321
Seth Reeves,2019,Seth Reeves (2019),34.75,17.25,183.52,122.73,7.16,8,26.98,16.04,4.13,86.18,40.38,2665.8,0,72.156
Seung-Yul Noh,2015,Seung-Yul Noh (2015),30.67,15.25,172.86,116.99,11.36,7.25,33.53,13.46,6.93,87.37,51.55,2631.1,0,71.465
Seung-Yul Noh,2016,Seung-Yul Noh (2016),32.33,15.17,172.38,115.02,10.3,7,30.06,23.78,6.05,88,52.94,2610.6,0,71.061
Seung-Yul Noh,2017,Seung-Yul Noh (2017),32.67,18.5,173.53,116.62,12,7.5,32.3,21.74,7.42,87.95,61.9,2563.5,0,70.955
Shane Lowry,2016,Shane Lowry (2016),34.25,18.33,171.06,113.51,10.18,7.83,38.24,16.67,8.85,87.18,47.19,2582.1,0,70.64
Shane Lowry,2017,Shane Lowry (2017),32.08,23.17,171.13,114.6,11.64,8.5,31.67,17.86,6.41,90.24,47.83,2584,0,70.667
Shane Lowry,2018,Shane Lowry (2018),32.67,18.92,171.81,114.49,11.39,8.08,27.03,15.96,6.79,86.62,50.54,2618.3,0,70.754
Shawn Stefani,2015,Shawn Stefani (2015),32.58,16.83,171.97,116.95,10.46,7.83,30.36,20.57,5.48,88.02,45.65,2488.2,0,70.421
Shawn Stefani,2016,Shawn Stefani (2016),32.33,20,167.32,114.38,11.29,6.92,28.02,13.19,4.86,87.53,51.49,2564.9,0,71.287
Shawn Stefani,2017,Shawn Stefani (2017),31.67,18.08,167.79,114.32,10.67,7.67,32.69,11.02,6.67,87.99,45.71,2305.8,0,70.983
Shawn Stefani,2018,Shawn Stefani (2018),30.33,18,169.38,114.97,10.81,7.67,31.18,17.39,6.33,88.07,47.5,2384.9,0,71.192
Shawn Stefani,2019,Shawn Stefani (2019),32.33,15,169.94,117.04,9.61,7.42,29.61,13.95,8.97,86.56,52.88,2400,0,70.958
Si Woo Kim,2016,Si Woo Kim (2016),33.75,16.25,168.97,114.75,9.83,6.67,31.28,18.27,6.39,87.05,50.79,2543.2,0,70.56
Si Woo Kim,2017,Si Woo Kim (2017),35.83,18.75,167.46,114.2,11.94,7.5,25.61,17.58,6.73,84.94,47.92,2435.1,0,72.253
Si Woo Kim,2018,Si Woo Kim (2018),33,17.33,166.27,111.53,10.62,6.92,24.12,16.78,7.19,87.59,51.67,2700.3,0,71.367
Si Woo Kim,2019,Si Woo Kim (2019),33.75,17.08,168.79,113.76,9.94,6.67,32.88,15.93,6.77,87.59,56.6,2598.8,0,70.963
Smylie Kaufman,2016,Smylie Kaufman (2016),33.08,17,175.24,119.84,11.28,7.58,35.35,18.6,7.82,86.71,52.87,2984.7,0,71.015
Smylie Kaufman,2017,Smylie Kaufman (2017),31.75,15.08,174.96,117.28,11.77,7.83,30.11,19.2,6.4,86.78,48.67,2589.7,0,71.432
Spencer Levin,2015,Spencer Levin (2015),31.67,19.33,163.37,110.77,8.72,7.75,29.95,16.58,6.4,87.1,39.2,2598.4,0,70.837
Spencer Levin,2016,Spencer Levin (2016),32.42,16.83,161.3,108.68,9.8,7.5,22.71,25.52,6.47,88.46,46.36,2615.6,0,70.927
Spencer Levin,2017,Spencer Levin (2017),34.08,17.33,159.3,107.86,10.27,7.67,27.72,12.23,7.29,88.94,47.86,2699.6,0,71.516
Stephan Jaeger,2018,Stephan Jaeger (2018),34.25,18.5,169.4,113.54,12.16,7.5,30.56,17.69,5.96,87.04,46.97,2817.5,0,71.356
Stephan Jaeger,2019,Stephan Jaeger (2019),34.17,19.17,170.75,114.37,10.55,6.92,24.37,20.21,5.93,87.38,54.31,2834.3,0,71.201
Steve Marino,2016,Steve Marino (2016),34.67,18.08,169.04,114.24,10.41,8.5,37.18,15.53,5.6,86.64,49.56,2722.9,0,71.467
Steve Stricker,2016,Steve Stricker (2016),33.17,14.5,163.72,109.23,8.5,6.58,39.22,21.05,8.66,87.96,54.26,2873.2,0,69.996
Steve Wheatcroft,2015,Steve Wheatcroft (2015),34.5,17.33,164.09,111.96,11.45,8.17,27.87,22.08,9.13,88.62,51.77,2603.4,0,71.072
Steve Wheatcroft,2016,Steve Wheatcroft (2016),33.92,18.58,162.75,111.95,10.15,7.17,27.81,24.07,5.91,87.24,43.38,2510.9,0,71.429
Steve Wheatcroft,2017,Steve Wheatcroft (2017),35,15.08,162.86,111.43,10.72,7.75,36.84,20.51,9.21,88.76,45.54,2733.2,0,71.577
Steve Wheatcroft,2018,Steve Wheatcroft (2018),32.42,17.33,162.91,109.41,10.42,8.25,30.77,10.2,7.09,87.72,47.73,2541.4,0,71.631
Steven Alker,2015,Steven Alker (2015),31.08,16.92,156.39,106.13,12.67,6.17,27.4,17.92,5.6,87.42,51.61,2510.5,0,71.094
Steven Alker,2017,Steven Alker (2017),31.17,18.42,156.24,106.69,12.49,6.58,27.33,18.95,5.67,87.18,50.96,2652,0,71.638
Steven Bowditch,2015,Steven Bowditch (2015),32.42,17.17,174.56,117.61,9.82,6.67,26.79,15.7,10.3,88.21,59.39,2557.3,0,70.835
Steven Bowditch,2016,Steven Bowditch (2016),36,19.5,173.61,117.12,8.93,7.5,34.38,15.96,7.77,86.2,57.43,2605.1,0,74.262
Steven Bowditch,2017,Steven Bowditch (2017),37.08,18.75,173.13,116.55,8.93,8.17,28.18,21.52,9.02,85.15,57.8,2634.9,0,74.4
Stewart Cink,2015,Stewart Cink (2015),29.83,13.92,173.46,117.72,9.56,7.92,31.02,24,9.15,86.43,53.26,2659.3,0,70.774
Stewart Cink,2016,Stewart Cink (2016),33,12.5,173.49,117.28,9.24,8.17,27.69,15.32,4.64,87.32,43.82,2520.6,0,70.846
Stewart Cink,2017,Stewart Cink (2017),31,15.58,172.67,115.88,10.01,8,36.57,20.48,9.15,87.65,38.4,2423.9,0,70.213
Stewart Cink,2018,Stewart Cink (2018),31.75,13.25,171.43,115.54,10.1,7.5,31.95,13.46,8.14,86.48,49.29,2695.3,0,70.44
Stuart Appleby,2016,Stuart Appleby (2016),33.33,15.67,161.62,108.07,11.2,6.67,30.64,12,6.9,87.94,57.27,2586.1,0,70.95
Sung Joon Park,2015,Sung Joon Park (2015),32.92,20.42,166.07,111.47,8.72,7,28.48,9.3,4.17,87.55,63.08,2798.4,0,71.469
Sung Kang,2016,Sung Kang (2016),33.75,18.25,170.14,113.4,11.2,7.5,30.25,16.03,5.99,87.97,51.41,2421.8,0,70.856
Sung Kang,2017,Sung Kang (2017),32.83,17.75,171.61,115.33,13.92,7.92,31.49,20.39,7.49,87.57,51.45,2290.3,0,70.496
Sung Kang,2018,Sung Kang (2018),30.83,15.42,168.69,112.57,12.37,7.67,29.9,16.54,5.41,86.51,50.34,2506.9,0,71.954
Sung Kang,2019,Sung Kang (2019),33.25,15.17,171.51,113.99,11.64,7.92,32.98,24.29,6.86,86.64,57.75,2471.3,0,71.101
Sungjae Im,2019,Sungjae Im (2019),33.92,18,169.98,114.62,8.91,7.42,35.09,21.28,6.68,88.74,48.95,2765,0,70.253
Søren Kjeldsen,2017,Søren Kjeldsen (2017),33.67,16.83,160.96,109.39,8.42,8.42,32.99,24.68,5.75,87.7,48.98,3230.7,0,71.39
Tag Ridings,2017,Tag Ridings (2017),30.92,19.92,174.44,116.43,11.21,7.67,32.61,27.37,7.07,86.77,47.25,2658.4,0,71.176
Talor Gooch,2018,Talor Gooch (2018),31.75,19.67,174.46,117.54,9.48,7.75,29.28,16.1,7.18,87.65,51.52,2886.6,0,71.149
Talor Gooch,2019,Talor Gooch (2019),30.5,16.17,175.81,120.16,9.13,7.33,30.36,19.79,9.57,87.6,62.5,2859,0,70.629
"Ted Potter, Jr.",2018,"Ted Potter, Jr. (2018)",32.92,18.08,165.76,113.5,9.53,7,34.13,16.35,7.58,87.01,51.27,3152.8,0,71.024
"Ted Potter, Jr.",2019,"Ted Potter, Jr. (2019)",33.92,14.58,166.79,112.54,8.87,8.42,30.86,20.93,9.06,85.44,41.79,2658.4,0,72.214
Thomas Aiken,2016,Thomas Aiken (2016),32.17,20.17,165.77,111.53,12.42,8.33,29.79,14.13,6.17,88.42,44.05,2621.1,0,71.326
Tiger Woods,2018,Tiger Woods (2018),30.75,12.75,178.23,120.24,9.72,6.42,32.92,27.1,7.41,87.11,48.15,2542.5,1,69.35
Tim Wilkinson,2015,Tim Wilkinson (2015),32.42,16,160.06,107.69,11.84,6.33,25.79,13.46,7.77,85.95,52.71,2340.2,0,71.944
Tim Wilkinson,2016,Tim Wilkinson (2016),30.17,14.08,160.17,106.69,11.11,7,35.65,20.62,8.51,86.73,56.1,2369.6,0,70.704
Tim Wilkinson,2017,Tim Wilkinson (2017),32.58,16.67,157.81,105.85,11.78,6.42,26.13,15.29,7.66,87.7,61.05,2310.4,0,70.95
Tom Hoge,2015,Tom Hoge (2015),29.67,16.5,168.01,115.37,10.37,7.75,26.19,18.33,7.55,86.94,42.86,2580.1,0,70.812
Tom Hoge,2016,Tom Hoge (2016),29.5,16.08,166.06,115.18,10.51,7.33,27.87,20.74,8.28,85.9,50,2654.3,0,71.444
Tom Hoge,2017,Tom Hoge (2017),29.17,16.33,166.45,112.35,11.57,7.75,35.14,15,7.83,87.33,58.06,2606.3,0,71.326
Tom Hoge,2018,Tom Hoge (2018),30.58,15.25,166,111.82,11.73,7.17,29.12,15.29,10.28,86.19,49.36,2698.4,0,70.945
Tom Hoge,2019,Tom Hoge (2019),30,19.83,167.7,112.15,10.36,7.83,27.4,18.79,6.02,86.85,49.65,2731.8,0,71.608
Tom Lovelady,2018,Tom Lovelady (2018),32.33,19.17,180.24,120.53,12.91,8.67,30.58,25.56,9.4,85.51,49.65,2592.5,0,71.252
Tommy Fleetwood,2018,Tommy Fleetwood (2018),33.17,17.17,175.35,117.09,10.65,7.92,33.12,22.33,8.9,87.96,51.67,2666.3,0,69.342
Tommy Fleetwood,2019,Tommy Fleetwood (2019),32.33,20.92,173.91,115.58,9.42,6.67,29.17,17.39,7.24,88.78,63.54,2604.5,0,69.731
Tony Finau,2015,Tony Finau (2015),32.92,18.08,182.68,124.07,10.18,7.58,31.09,17.51,8.24,86.83,45.1,2758.3,1,70.281
Tony Finau,2016,Tony Finau (2016),33.25,18.92,182.46,123.67,8.6,7.92,27.96,17.53,6.99,86.77,46.43,2632.7,0,70.797
Tony Finau,2017,Tony Finau (2017),31.92,18.5,182.32,123.11,9.91,7.58,26.23,17.65,8.21,86.54,52,2924,0,69.987
Tony Finau,2018,Tony Finau (2018),31.42,20.08,181.74,121.52,10.24,7.33,31.25,15.5,9.27,87.75,44.38,2704.1,0,69.52
Tony Finau,2019,Tony Finau (2019),31.83,17.83,180.76,121.8,9.14,7.75,31.25,20.72,7.11,86.42,49.38,2937.8,0,69.956
Trey Mullinax,2017,Trey Mullinax (2017),31.58,18,179.89,120.29,10.77,8.42,26.98,25,6.25,86.65,53.51,2398.6,0,71.027
Trey Mullinax,2018,Trey Mullinax (2018),34.58,18.08,182.22,121.29,10.82,9.17,27.59,14.18,7.18,89.18,47.97,2697.7,0,70.815
Trey Mullinax,2019,Trey Mullinax (2019),31.67,15.08,182.98,122.04,10.27,7.58,29.35,12.28,5.9,87.13,44.44,2597.5,0,71.194
Troy Merritt,2015,Troy Merritt (2015),32.42,20.75,166.49,114.09,11.38,7.75,33.79,21.53,7.42,89.43,45.89,3044.4,0,71.458
Troy Merritt,2016,Troy Merritt (2016),32.33,14,164.58,110.41,11.1,7.33,25.79,15.52,5.49,88.85,53.44,2737,0,71.674
Troy Merritt,2017,Troy Merritt (2017),31.75,16.42,166.07,111.64,12.14,7.5,33.51,16.11,6.28,86.73,52.38,2751,0,71.398
Troy Merritt,2018,Troy Merritt (2018),33.83,15.08,166.88,112.04,11.86,8.08,34.12,15.27,8.58,86.79,48.47,2828.8,1,70.888
Troy Merritt,2019,Troy Merritt (2019),32.17,14.92,168.17,112.16,11.98,7.5,32.5,12.38,5.99,89.1,48.78,2938.9,0,70.95
Tyler Aldridge,2016,Tyler Aldridge (2016),32.17,19.17,164.96,110.09,11.23,7.33,31.16,18.18,5.09,87.15,53.21,2493.5,0,71.412
Tyler Duncan,2018,Tyler Duncan (2018),32.33,17.17,166.51,114.3,10.37,8,25.78,12.79,6.34,86.2,32.43,2544.5,0,71.04
Tyler Duncan,2019,Tyler Duncan (2019),31.83,23.33,166.16,112.31,9.87,7.33,24.73,18.97,5.26,86.37,44.55,2726.6,0,71.577
Tyrone Van Aswegen,2015,Tyrone Van Aswegen (2015),28.42,15.92,167.62,112.63,10.97,7.17,22.56,19.28,5.08,88.3,53.85,2498.5,0,71.684
Tyrone Van Aswegen,2016,Tyrone Van Aswegen (2016),30.5,16.17,168.51,112.52,10.98,7,29.46,14.09,5.04,87.77,58.96,2332.6,0,71.189
Tyrone Van Aswegen,2017,Tyrone Van Aswegen (2017),31.08,16.83,169.01,113.07,10.74,7.17,26.57,14.62,6.12,87.49,60.78,2561.5,0,71.181
Tyrone Van Aswegen,2018,Tyrone Van Aswegen (2018),31.75,15.92,167.96,111.94,11.34,7.58,27.65,20,4.75,88.57,49.01,2374.3,0,71.243
